2024-11-14 16:48:21.212462,2024-11-14 16:48:21.115115,Frame:138
2024-11-14 16:48:21.222680,2024-11-14 16:48:21.162162,Frame:139
2024-11-14 16:48:21.272475,2024-11-14 16:48:21.209209,Frame:140
2024-11-14 16:48:21.311558,2024-11-14 16:48:21.258258,Frame:141
2024-11-14 16:48:21.366169,2024-11-14 16:48:21.304304,Frame:142
2024-11-14 16:48:21.406043,2024-11-14 16:48:21.351351,Frame:143
2024-11-14 16:48:21.454692,2024-11-14 16:48:21.397397,Frame:144
2024-11-14 16:48:21.504727,2024-11-14 16:48:21.444444,Frame:145
2024-11-14 16:48:21.545044,2024-11-14 16:48:21.491491,Frame:146
2024-11-14 16:48:21.595731,2024-11-14 16:48:21.537537,Frame:147
2024-11-14 16:48:21.636444,2024-11-14 16:48:21.584584,Frame:148
2024-11-14 16:48:21.697869,2024-11-14 16:48:21.633633,Frame:149
2024-11-14 16:48:21.737734,2024-11-14 16:48:21.679679,Frame:150
2024-11-14 16:48:21.789167,2024-11-14 16:48:21.724724,Frame:151
2024-11-14 16:48:21.830807,2024-11-14 16:48:21.772772,Frame:152
2024-11-14 16:48:21.885475,2024-11-14 16:48:21.82082,Frame:153
2024-11-14 16:48:21.927457,2024-11-14 16:48:21.867867,Frame:154
2024-11-14 16:48:21.968276,2024-11-14 16:48:21.913913,Frame:155
2024-11-14 16:48:22.020095,2024-11-14 16:48:21.96096,Frame:156
2024-11-14 16:48:22.071024,2024-11-14 16:48:22.006006,Frame:157
2024-11-14 16:48:22.112688,2024-11-14 16:48:22.054054,Frame:158
2024-11-14 16:48:22.154273,2024-11-14 16:48:22.1001,Frame:159
2024-11-14 16:48:22.205483,2024-11-14 16:48:22.147147,Frame:160
2024-11-14 16:48:22.255643,2024-11-14 16:48:22.194194,Frame:161
2024-11-14 16:48:22.304701,2024-11-14 16:48:22.241241,Frame:162
2024-11-14 16:48:22.344606,2024-11-14 16:48:22.288288,Frame:163
2024-11-14 16:48:22.395448,2024-11-14 16:48:22.335335,Frame:164
2024-11-14 16:48:22.435657,2024-11-14 16:48:22.381381,Frame:165
2024-11-14 16:48:22.486215,2024-11-14 16:48:22.428428,Frame:166
2024-11-14 16:48:22.536570,2024-11-14 16:48:22.476476,Frame:167
2024-11-14 16:48:22.576020,2024-11-14 16:48:22.522522,Frame:168
2024-11-14 16:48:22.628758,2024-11-14 16:48:22.569569,Frame:169
2024-11-14 16:48:22.679116,2024-11-14 16:48:22.616616,Frame:170
2024-11-14 16:48:22.718299,2024-11-14 16:48:22.663663,Frame:171
2024-11-14 16:48:22.768078,2024-11-14 16:48:22.711711,Frame:172
2024-11-14 16:48:22.819475,2024-11-14 16:48:22.757757,Frame:173
2024-11-14 16:48:22.859193,2024-11-14 16:48:22.803803,Frame:174
2024-11-14 16:48:22.909485,2024-11-14 16:48:22.852852,Frame:175
2024-11-14 16:48:22.960678,2024-11-14 16:48:22.898898,Frame:176
2024-11-14 16:48:23.008724,2024-11-14 16:48:22.944944,Frame:177
2024-11-14 16:48:23.057577,2024-11-14 16:48:22.991991,Frame:178
2024-11-14 16:48:23.097528,2024-11-14 16:48:23.038038,Frame:179
2024-11-14 16:48:23.135966,2024-11-14 16:48:23.086086,Frame:180
2024-11-14 16:48:23.187581,2024-11-14 16:48:23.131131,Frame:181
2024-11-14 16:48:23.235373,2024-11-14 16:48:23.179179,Frame:182
2024-11-14 16:48:23.283743,2024-11-14 16:48:23.226226,Frame:183
2024-11-14 16:48:23.333740,2024-11-14 16:48:23.272272,Frame:184
2024-11-14 16:48:23.373020,2024-11-14 16:48:23.321321,Frame:185
2024-11-14 16:48:23.433662,2024-11-14 16:48:23.366366,Frame:186
2024-11-14 16:48:23.462963,2024-11-14 16:48:23.413413,Frame:187
2024-11-14 16:48:23.520735,2024-11-14 16:48:23.46046,Frame:188
2024-11-14 16:48:23.568923,2024-11-14 16:48:23.507507,Frame:189
2024-11-14 16:48:23.608997,2024-11-14 16:48:23.553553,Frame:190
2024-11-14 16:48:23.657903,2024-11-14 16:48:23.6006,Frame:191
2024-11-14 16:48:23.713868,2024-11-14 16:48:23.648648,Frame:192
2024-11-14 16:48:23.753279,2024-11-14 16:48:23.695695,Frame:193
2024-11-14 16:48:23.803361,2024-11-14 16:48:23.741741,Frame:194
2024-11-14 16:48:23.844249,2024-11-14 16:48:23.788788,Frame:195
2024-11-14 16:48:23.893983,2024-11-14 16:48:23.834834,Frame:196
2024-11-14 16:48:23.934331,2024-11-14 16:48:23.881881,Frame:197
2024-11-14 16:48:23.985177,2024-11-14 16:48:23.928928,Frame:198
