2024-11-14 16:45:38.752447,2024-11-14 16:45:38.694694,Frame:231
2024-11-14 16:45:38.799996,2024-11-14 16:45:38.744744,Frame:232
2024-11-14 16:45:38.849213,2024-11-14 16:45:38.789789,Frame:233
2024-11-14 16:45:38.898773,2024-11-14 16:45:38.837837,Frame:234
2024-11-14 16:45:38.937674,2024-11-14 16:45:38.882882,Frame:235
2024-11-14 16:45:38.987405,2024-11-14 16:45:38.928928,Frame:236
2024-11-14 16:45:39.037827,2024-11-14 16:45:38.978978,Frame:237
2024-11-14 16:45:39.077063,2024-11-14 16:45:39.024024,Frame:238
2024-11-14 16:45:39.134015,2024-11-14 16:45:39.073073,Frame:239
2024-11-14 16:45:39.177309,2024-11-14 16:45:39.117117,Frame:240
2024-11-14 16:45:39.227782,2024-11-14 16:45:39.166166,Frame:241
2024-11-14 16:45:39.269395,2024-11-14 16:45:39.21021,Frame:242
2024-11-14 16:45:39.309240,2024-11-14 16:45:39.256256,Frame:243
2024-11-14 16:45:39.359869,2024-11-14 16:45:39.303303,Frame:244
2024-11-14 16:45:39.420217,2024-11-14 16:45:39.352352,Frame:245
2024-11-14 16:45:39.449440,2024-11-14 16:45:39.399399,Frame:246
2024-11-14 16:45:39.499291,2024-11-14 16:45:39.447447,Frame:247
2024-11-14 16:45:39.550461,2024-11-14 16:45:39.491491,Frame:248
2024-11-14 16:45:39.600873,2024-11-14 16:45:39.541541,Frame:249
2024-11-14 16:45:39.640079,2024-11-14 16:45:39.586586,Frame:250
2024-11-14 16:45:39.693108,2024-11-14 16:45:39.633633,Frame:251
2024-11-14 16:45:39.733062,2024-11-14 16:45:39.679679,Frame:252
2024-11-14 16:45:39.784151,2024-11-14 16:45:39.725725,Frame:253
2024-11-14 16:45:39.832569,2024-11-14 16:45:39.774774,Frame:254
2024-11-14 16:45:39.894027,2024-11-14 16:45:39.823823,Frame:255
2024-11-14 16:45:39.925436,2024-11-14 16:45:39.866866,Frame:256
2024-11-14 16:45:39.976230,2024-11-14 16:45:39.915915,Frame:257
2024-11-14 16:45:40.027450,2024-11-14 16:45:39.964964,Frame:258
2024-11-14 16:45:40.068202,2024-11-14 16:45:40.006006,Frame:259
2024-11-14 16:45:40.109593,2024-11-14 16:45:40.054054,Frame:260
2024-11-14 16:45:40.149035,2024-11-14 16:45:40.1001,Frame:261
2024-11-14 16:45:40.207303,2024-11-14 16:45:40.147147,Frame:262
2024-11-14 16:45:40.257751,2024-11-14 16:45:40.195195,Frame:263
2024-11-14 16:45:40.307789,2024-11-14 16:45:40.246246,Frame:264
2024-11-14 16:45:40.349115,2024-11-14 16:45:40.29029,Frame:265
2024-11-14 16:45:40.398367,2024-11-14 16:45:40.335335,Frame:266
2024-11-14 16:45:40.449884,2024-11-14 16:45:40.385385,Frame:267
2024-11-14 16:45:40.479961,2024-11-14 16:45:40.428428,Frame:268
2024-11-14 16:45:40.530287,2024-11-14 16:45:40.477477,Frame:269
2024-11-14 16:45:40.579357,2024-11-14 16:45:40.522522,Frame:270
2024-11-14 16:45:40.628725,2024-11-14 16:45:40.569569,Frame:271
2024-11-14 16:45:40.680872,2024-11-14 16:45:40.619619,Frame:272
