2024-11-14 16:53:19.469241,2024-11-14 16:53:19.272272,Frame:1321
2024-11-14 16:53:19.502982,2024-11-14 16:53:19.319319,Frame:1322
2024-11-14 16:53:19.546617,2024-11-14 16:53:19.369369,Frame:1323
2024-11-14 16:53:19.611464,2024-11-14 16:53:19.415415,Frame:1324
2024-11-14 16:53:19.644068,2024-11-14 16:53:19.461461,Frame:1325
2024-11-14 16:53:19.679657,2024-11-14 16:53:19.506506,Frame:1326
2024-11-14 16:53:19.743034,2024-11-14 16:53:19.553553,Frame:1327
2024-11-14 16:53:19.776919,2024-11-14 16:53:19.601601,Frame:1328
2024-11-14 16:53:19.841965,2024-11-14 16:53:19.65065,Frame:1329
2024-11-14 16:53:19.874228,2024-11-14 16:53:19.695695,Frame:1330
2024-11-14 16:53:19.940470,2024-11-14 16:53:19.743743,Frame:1331
2024-11-14 16:53:20.013801,2024-11-14 16:53:19.839839,Frame:1333
2024-11-14 16:53:20.075585,2024-11-14 16:53:19.885885,Frame:1334
2024-11-14 16:53:20.107653,2024-11-14 16:53:19.928928,Frame:1335
2024-11-14 16:53:20.244112,2024-11-14 16:53:19.976976,Frame:1336
2024-11-14 16:53:20.303472,2024-11-14 16:53:20.07007,Frame:1338
2024-11-14 16:53:20.365038,2024-11-14 16:53:20.165165,Frame:1340
2024-11-14 16:53:20.407821,2024-11-14 16:53:20.212212,Frame:1341
2024-11-14 16:53:20.441616,2024-11-14 16:53:20.256256,Frame:1342
2024-11-14 16:53:20.482793,2024-11-14 16:53:20.306306,Frame:1343
2024-11-14 16:53:20.536986,2024-11-14 16:53:20.35035,Frame:1344
2024-11-14 16:53:20.578651,2024-11-14 16:53:20.397397,Frame:1345
2024-11-14 16:53:20.641047,2024-11-14 16:53:20.446446,Frame:1346
2024-11-14 16:53:20.674525,2024-11-14 16:53:20.491491,Frame:1347
2024-11-14 16:53:20.707537,2024-11-14 16:53:20.54054,Frame:1348
2024-11-14 16:53:20.767752,2024-11-14 16:53:20.585585,Frame:1349
2024-11-14 16:53:20.807968,2024-11-14 16:53:20.633633,Frame:1350
2024-11-14 16:53:20.879937,2024-11-14 16:53:20.68068,Frame:1351
2024-11-14 16:53:20.910652,2024-11-14 16:53:20.729729,Frame:1352
2024-11-14 16:53:20.972388,2024-11-14 16:53:20.776776,Frame:1353
2024-11-14 16:53:21.012959,2024-11-14 16:53:20.82082,Frame:1354
2024-11-14 16:53:21.048909,2024-11-14 16:53:20.869869,Frame:1355
2024-11-14 16:53:21.105032,2024-11-14 16:53:20.913913,Frame:1356
2024-11-14 16:53:21.149461,2024-11-14 16:53:20.96096,Frame:1357
